"Private"	"Apps"	"Accept"	"Enroll"	"Top10perc"	"Top25perc"	"F.Undergrad"	"P.Undergrad"	"Outstate"	"Room.Board"	"Books"	"Personal"	"PhD"	"Terminal"	"S.F.Ratio"	"perc.alumni"	"Expend"	"Grad.Rate"
"Walsh University"	"Yes"	6.99576615630485	6.79122146272619	477	27	92	6.74170069465205	6.20859002609663	9.06762406977459	8.3380665255188	6.21460809842219	7.27931883541462	42	58	11.3	33	8.65486599654131	68
"Warren Wilson College"	"Yes"	6.08677472691231	5.73979291217923	112	25	49	6.14418563412565	1.94591014905531	9.21034037197618	8.02355239240435	5.99146454710798	7.00306545878646	65	75	11.4	20	9.1516513756275	63
"Wartburg College"	"Yes"	7.11558212618445	6.97914527506881	345	34	66	7.16626597413364	4.65396035015752	9.35876037709446	8.19146305132693	5.99146454710798	6.74523634948436	66	91	12.4	37	8.95351076300717	67
"Washington and Jefferson College"	"Yes"	7.17395831975679	7.00306545878646	334	42	64	7.00124562206948	5.01727983681492	9.6964633831018	8.29529885950246	5.7037824746562	6.21460809842219	91	91	12.1	40	9.22641055215368	86
"Washington and Lee University"	"Yes"	8.10621290261996	6.99942246750796	425	68	93	7.36770857237437	1.09861228866811	9.52879410309472	8.43793351043061	6.52209279817015	7.01660968389422	81	96	9.6	45	9.6637063600689	90
"Washington College"	"Yes"	7.09754885061479	6.84800527457636	214	31	60	6.71174039505618	3.8286413964891	9.63403824834541	8.57885257180297	6.21460809842219	5.7037824746562	79	86	11.2	37	9.29007533999504	65
"Washington University"	"Yes"	8.94298366598565	8.56769617358934	1254	62	93	8.49269555981584	7.14991683613211	9.81738485348272	8.66129353538999	6.64378973314767	7.32118855673948	91	98	3.9	31	10.7298973396008	90
"Waynesburg College"	"Yes"	7.08170858610557	6.88550967003482	324	12	30	7.15461535691366	4.11087386417331	9.08704215563169	8.19422930481982	6.21460809842219	7.09007683577609	57	58	16.2	26	8.78920309447372	63
"Webber College"	"Yes"	5.63478960316925	4.96284463025991	79	5	27	5.78996017089725	4.70048036579242	8.62873456614915	7.97246601597457	6.47697236288968	7.57660976697304	53	63	15.1	4	8.48446336679332	90
"Webster University"	"Yes"	6.49978704065585	6.13556489108174	226	17	44	7.46106551435428	7.34601020991329	9.12260145766818	8.37562962709445	6.21460809842219	6.21460809842219	68	68	20.6	14	8.84664081310049	48
"Wellesley College"	"Yes"	7.9707403900071	7.13009851012558	579	80	96	7.69393732550927	5.04985600724954	9.81711233678938	8.69868106746161	6.21460809842219	6.5510803350434	94	98	10.6	51	9.97156667334672	91
"Wells College"	"Yes"	5.76205138278018	5.48063892334199	130	40	85	6.03068526026126	2.94443897916644	9.60911649193355	8.62155320674048	6.39692965521615	6.21460809842219	93	98	8.3	42	9.54215893991605	69
"Wentworth Institute of Technology"	"Yes"	7.29979736675816	7.13648320859025	452	6	25	7.99328232810159	6.3491389913798	9.19522673416613	8.70781355102489	6.74523634948436	6.82437367004309	10	68	15.4	8	9.79020686607716	64
"Wesley College"	"Yes"	6.88755257166462	6.69332366826995	350	10	25	6.77078942390898	6.10479323241498	9.19927942461676	8.4497705150988	6.21460809842219	7.20785987143248	52	57	14.4	15	8.73921611506174	84
"Wesleyan University"	"Yes"	8.47052078321781	7.58731050602262	712	60	86	7.90617884039481	3.29583686600433	9.8590130624343	8.63052187672324	7.24422751560335	7.24422751560335	90	94	12.1	39	9.69658637676778	92
"West Virginia Wesleyan College"	"Yes"	7.35627987655075	7.24422751560335	483	28	55	7.31920245876785	5.13579843705026	9.56099724358935	8.23615566168312	6.10924758276437	7.00306545878646	58	81	16.4	42	8.99714715151514	67
"Western Maryland College"	"Yes"	7.09423484592476	6.89162589705225	278	31	50	6.97634807044775	4.58496747867057	9.58259334587823	8.58298093195424	6.21460809842219	7.24422751560335	84	91	12.5	39	9.21293699782345	60
"Western New England College"	"Yes"	7.40853056689463	7.29369772060144	409	7	21	7.49720722320332	7.01750614294126	9.10431296733065	8.61250337122056	6.21060007702465	7.63288550539513	74	97	15.4	15	9.0370578398329	59
"Westminster College"	"Yes"	6.9037472575846	6.76388490856244	377	29	58	7.25205395185281	4.27666611901606	9.39806397805913	8.19284713459287	6.06378520868761	6.52941883826223	62	78	12.5	41	9.0590522577624	80
"Westminster College MO"	"Yes"	6.49526555593701	6.31535800152233	184	20	43	6.49978704065585	3.61091791264422	9.27986643462479	8.30647216010058	6.39692965521615	7.40853056689463	66	70	12.5	20	8.97777759874548	62
"Westminster College of Salt Lake City"	"Yes"	6.82110747225646	6.5792512120101	213	21	60	6.88653164253051	6.61069604471776	9.08477714900084	8.30647216010058	6.39692965521615	7.61332497954064	68	83	10.5	34	8.87766093359367	50
"Westminster College PA"	"Yes"	7.46049030582534	7.22475340576797	417	21	55	7.19668657083435	3.40119738166216	9.82336150805684	8.69450220638665	6.5510803350434	6.74523634948436	92	96	13.2	41	10.0302963993998	71
"Wheaton College IL"	"Yes"	7.26682734752059	6.82437367004309	548	56	84	7.69621263934641	4.02535169073515	9.34836166987356	8.34283980427146	6.27287700654617	7.24422751560335	81	83	12.7	40	9.38563731383317	85
"Wheeling Jesuit College"	"Yes"	6.80572255341699	6.62671774924902	213	15	49	6.87832646829133	5.72031177660741	9.25913053614561	8.42178300661158	6.39692965521615	6.39692965521615	66	71	14.1	27	8.92185797935363	72
"Whitman College"	"Yes"	7.52886925664225	6.90575327631146	359	45	77	7.1066061377273	3.8286413964891	9.72136597574484	8.49699048409872	6.62007320653036	6.68461172766793	80	83	10.5	51	9.48782058194337	72
"Whittier College"	"Yes"	7.42714413340862	6.97447891102505	344	35	63	7.11882624906208	3.40119738166216	9.69578664740278	8.648045999835	6.21460809842219	7.5999019592085	84	92	13.6	29	9.37398866350452	52
"Whitworth College"	"Yes"	7.02197642307216	6.83087423464618	372	43	70	7.14677217945264	5.07517381523383	9.44620269569817	8.41183267575841	6.5191472879404	7.7931743471892	80	80	16.9	20	9.02737861029481	80
"Widener University"	"Yes"	7.66809370908241	7.30787278076371	502	24	64	7.68982866873648	7.68294316987829	9.42141134205612	8.58858318750291	6.21460809842219	7.20785987143248	88	86	12.6	19	9.16983082863797	63
"Wilkes University"	"Yes"	7.39694860262101	7.26612877955645	434	15	36	7.49720722320332	6.40191719672719	9.31919477688827	8.54286093816481	6.30991827822652	7.13886699994552	78	92	13.3	24	9.05286751315162	67
"Willamette University"	"Yes"	7.41336733569524	7.19067603433221	395	49	80	7.37462901521894	5.06890420222023	9.60238245975221	8.43814998407578	5.99146454710798	6.67203294546107	91	94	13.3	37	9.28535507578163	68
"William Jewell College"	"Yes"	6.49677499018586	6.30444880242198	315	32	67	7.15383380157884	4.31748811353631	9.21632244365373	7.99631723179675	6.21460809842219	7.86326672400957	74	80	11.2	19	8.97271749939714	59
"William Woods University"	"Yes"	6.15060276844628	6.07534603108868	227	17	39	6.74641212857337	4.78749174278205	9.26245832623829	8.3813734682737	6.30991827822652	8.21608809863232	39	66	12.9	16	8.91435727448502	52
"Williams College"	"Yes"	8.33950090300594	7.12689080889881	526	81	96	7.59488438721652	3.36729582998647	9.88476334353785	8.66388757056704	6.21460809842219	7.09007683577609	94	99	9	64	9.99943389358334	99
"Wilson College"	"Yes"	5.11799381241676	4.86753445045558	46	16	50	5.29330482472449	6.51619307604296	9.34382176335066	8.53385363230935	6.10924758276437	6.16331480403464	67	76	8.3	43	9.23902500583609	67
"Wingate College"	"Yes"	7.12205988162914	6.92461239604856	383	10	34	7.09589322109753	5.05624580534831	8.96443983353936	8.13153071060425	6.30991827822652	7.34601020991329	69	81	13.9	8	8.89068592028113	91
"Wisconsin Lutheran College"	"Yes"	5.02388052084628	4.85203026391962	75	17	41	5.64190707093811	3.09104245335832	9.11602969250494	8.21608809863232	6.21460809842219	7.24422751560335	48	48	8.5	26	9.10052550596898	50
"Wittenberg University"	"Yes"	7.59034694560257	7.46106551435428	575	42	68	7.59085212368858	4.969813299576	9.67708870850125	8.39026849784257	5.99146454710798	6.68461172766793	82	95	12.8	29	9.25090633372284	78
"Wofford College"	"Yes"	7.31388683163346	6.84054652928869	273	51	83	6.96508034560141	3.52636052461616	9.44778122799122	8.33086361322474	6.40522845803084	7.27239839257005	91	92	15.3	42	8.97144846369383	75
"Worcester Polytechnic Institute"	"Yes"	7.92588031673756	7.74673290775362	682	49	86	7.93808872689695	4.45434729625351	9.67306759225114	8.58858318750291	6.27287700654617	6.59304453414244	92	94	15.2	34	9.28489110324048	82
"Xavier University"	"Yes"	7.58018941794454	7.49831587076698	695	24	47	7.95472333449791	7.00940893270864	9.35183993424988	8.50916101971897	6.39692965521615	7.13089883029635	73	75	13.3	31	9.12576239550089	83
"Xavier University of Louisiana"	"Yes"	7.64826303090192	7.55747290161475	695	34	61	7.93487156594518	5.11198778835654	8.83927669058535	8.34283980427146	6.42486902390539	6.66057514983969	67	75	14.4	20	9.0267780457461	49
"Yale University"	"Yes"	9.27846620102378	7.80506704425849	1317	95	99	8.55967780302239	4.4188406077966	9.89545538083886	8.78109473520261	6.44571981938558	7.65681009148038	96	96	5.8	49	10.6062384692388	99
"York College of Pennsylvania"	"Yes"	8.00269416228394	7.52563997504154	691	28	63	8.00235954625271	7.45356187164337	8.51519118874556	8.17751582384608	6.21460809842219	7.13089883029635	75	75	18.1	28	8.41383067842108	99
